Date;Service;Departure station;Arrival station;Average journey time;Number of scheduled trains;Number of cancelled trains;Cancellation comments;Number of trains delayed at departure;Average delay of late trains at departure;Average delay of all trains at departure;Departure delay comments;Number of trains delayed at arrival;Average delay of late trains at arrival;Average delay of all trains at arrival;Arrival delay comments;Number of trains delayed > 15min;Average delay of trains > 15min (if competing with flights);Number of trains delayed > 30min;Number of trains delayed > 60min;Pct delay due to external causes;Pct delay due to infrastructure;Pct delay due to traffic management;Pct delay due to rolling stock;Pct delay due to station management and equipment reuse;Pct delay due to passenger handling (crowding, disabled persons, connections)
2019-06;National;ANGOULEME;PARIS MONTPARNASSE;130.0;283.0;0.0;;230.0;9.94173913;8.006654888;;67.0;345.326676928849;12.44658422;"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues).";47.0;60.76241135;23.0;11.0;11.66666667;46.66666667;21.66666667;11.66666667;1.666666667;
2019-06;National;PARIS MONTPARNASSE;BREST;226.0;257.0;0.0;;182.0;4.216483516;2.802788586;;29.0;86.53448276;10.82101167;"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un accident de personne sur un Intercités vers Le Mans (18 TGV impactés pour 581 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues), 
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : la présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 28 :  le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues) et  une absence d'alimentation électrique entre Rennes et La Brohinière  (9 TGV impactés pour 1166 minutes perdues).";29.0;346.474286689822;14.0;8.0;39.28571429;;0.0;17.85714286;3.571428571;7.142857143
2019-06;National;LAVAL;PARIS MONTPARNASSE;89.0;227.0;12.0;;;3.649253731;2.138217054;;37.0;30.36126126;6.122635659;;21.0;46.34365079;9.0;6.0;22.85714286;;28.57142857;20.0;0.0;0.0
2019-06;National;POITIERS;PARIS MONTPARNASSE;99.0;423.0;0.0;;263.0;18.24695817;30.6216576176902;;127.0;36.14553806;11.71599685;"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues).";68.0;59.05906863;33.0;15.0;18.34862385;47.70642202;18.34862385;8.256880734;0.917431193;6.422018349
2019-06;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;66.0;396.0;;;298.0;9.472818792;7.102521368;;89.0;26.27022472;6.592905983;"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues).";36.0;51.9875;17.0;11.0;13.95348837;20.93023256;25.58139535;25.58139535;10.46511628;3.488372093
2019-06;National;NANCY;PARIS EST;98.0;;0.0;;220.0;4.158333333;3.00328874;;48.0;24.84513889;5.813210702;;20.0;42.58;124.671696574225;2.0;12.5;43.75;8.333333333;190.42008423241;10.41666667;4.166666667
2019-06;National;LYON PART DsEU;LILLE;187.0;283.0;77.0;;185.0;7.91018018;7.084142395;;64.0;26.38958333;11.5316343;"Irrégularité pour les causes  Autres transporteurs en hausse de 1,1 point, irrégularité en dominante pour les conséquences des circulations Ter, ensuite pour  Sncf Réseaurail avec 5 TGV concernés pour la panne du train BOA le mercredi 19 juin à TGV HP
Hausse pour la partie des dérangements( +1,8 point), essentiellement pour les installations de sécurité avec une petite part pour la rubrique « caténaire ». En fait saillant la LTV 170 puis 230 km/h les 26 et 27 juin entre Jablines et Messy suite au passage de la rame de contrôle IRIS (7 TGV concernés pour les 26 et 27 juin), pour le reste il s’agit d’incidents de zones, PN";50.0;;18.0;5.0;14.28571429;15.87301587;33.33333333;15.87301587;19.04761905;1.587301587
2019-06;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;214.0;254.0;0.0;;221.0;9.30678733;8.075262467;;40.0;43.69083333;9.04855643;;40.0;43.69083333;24.0;8.0;25.0;7.5;17.5;32.5;12.5;
2019-06;National;AIX EN PROVENCE TGV;PARIS LYON;185.0;410.0;22.0;;872.292006525286;4.390265907;3.941408935;;37.0;345.326676928849;5.403651203;Heurt d'une personne à Paris Bercy, limitation vitesse 6909 sur LN1, dérangement vers Montanay accès LN1, heurt de personne à Maisons Alfort, Dérangement d'installation vers Macon;37.0;48.92342342;22.0;12.0;22.85714286;22.85714286;20.0;25.71428571;5.714285714;2.857142857
2019-06;National;PARIS LYON;ANNECY;;147.0;0.0;;42.0;7.881349206;1.907256236;;13.0;44.0;6.163265306;Heurt d'une personne à Paris Bercy, limitation vitesse 6909 sur LN1, dérangement vers Montanay accès LN1, heurt de personne à Maisons Alfort, Dérangement d'installation vers Macon;13.0;44.0;5.0;46.4549347471452;15.38461538;30.76923077;15.38461538;30.76923077;7.692307692;0.0
2019-06;National;ANNECY;PARIS LYON;;;0.0;;15.0;4.957777778;30.6216576176902;;16.0;40.334375;5.650472813;Heurt d'une personne à Paris Bercy, limitation vitesse 6909 sur LN1, dérangement vers Montanay accès LN1, heurt de personne à Maisons Alfort, Dérangement d'installation vers Macon;16.0;40.334375;;;18.75;18.75;37.5;18.75;6.25;0.0
2019-06;National;PARIS LYON;AVIGNON TGV;1702.59380097879;449.0;0.0;;147.0;12.76462585;3.827765405;;64.0;27.30911458;4.413140312;;;36.62307692;17.0;5.0;218.895877741903;25.3968254;38.0952381;15.87301587;6.349206349;0.0
2019-06;National;AVIGNON TGV;PARIS LYON;164.0;425.0;22.0;;295.0;4.654067797;3.291852771;;58.0;32.95086207;5.164143921;;38.0;43.69912281;;9.0;15.78947368;;24.56140351;19.29824561;7.01754386;7.01754386
2019-06;National;PARIS LYON;BELLEGARDE (AIN);164.0;204.0;0.0;;67.0;7.126865672;2.03120915;;34.0;29.87107843;6.399754902;;25.0;36.462;9.0;46.4549347471452;20.58823529;32.35294118;29.41176471;8.823529412;5.882352941;
2019-06;National;PARIS LYON;GRENOBLE;184.0;215.0;0.0;;71.0;8.289671362;2.408062016;;32.0;36.6875;7.025581395;;32.0;36.6875;13.0;5.0;18.75;25.0;198.761036413215;25.0;9.375;0.0
2019-06;National;PARIS LYON;MACON LOCHE;96.0;205.0;0.0;;62.0;;3.349837398;;19.0;33.12280702;4.766097561;;14.0;;8.0;6.0;15.78947368;31.57894737;5.263157895;47.36842105;0.0;0.0
2019-06;National;;MONTPELLIER;207.0;323.0;0.0;;118.0;14.48870056;4.968059856;;27.0;93.68580247;8.197781218;;27.0;93.68580247;20.0;16.0;29.62962963;29.62962963;3.703703704;;3.703703704;
2019-06;National;PARIS LYON;PERPIGNAN;;;0.0;;68.0;17.20318627;5.903743316;;29.0;345.326676928849;12.94812834;Heurt d'une personne à Paris Bercy, limitation vitesse 6909 sur LN1, dérangement vers Montanay accès LN1, heurt de personne à Maisons Alfort, Dérangement d'installation vers Macon;29.0;346.474286689822;16.0;;10.34482759;27.5862069;20.68965517;;6.896551724;
2019-06;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;168.0;117.0;7.0;;50.0;153.9116667;69.58878788;;18.0;28.83425926;5.622727273;;12.0;36.95;4.0;2.0;16.66666667;33.33333333;22.22222222;16.66666667;5.555555556;5.555555556
2019-06;National;LYON PART DIEU;MARSEILLE ST CHARLES;105.0;576.0;200.0;;283.0;8.987573616;6.713342199;;88.0;31.19924242;8.791932624;;66.0;37.30732323;29.0;8.0;16.27906977;;23.25581395;12.79069767;10.46511628;12.79069767
2019-06;International;PARIS EST;FRANCFORT;203.0;162.0;;;92.0;;5.751028807;;25.0;43.11333333;10.25627572;;25.0;43.11333333;11.0;;19.04761905;14.28571429;198.761036413215;14.28571429;23.80952381;0.0
2019-06;International;PARIS LYON;;434.0;68.0;0.0;;30.0;6.423333333;2.542156863;;15.0;62.16666667;13.47058824;;15.0;62.16666667;12.0;7.0;6.666666667;26.66666667;198.761036413215;;13.33333333;0.0
2019-06;International;PARIS LYON;LAUSANNE;174.0;141.0;0.0;;49.0;5.771428571;1.671749409;;365.283442088091;31.37916667;58.4732313488964;;17.0;39.62395833;7.0;2.0;10.0;20.0;30.0;;10.0;0.0
2019-06;International;MADRID;MARSEILLE ST CHARLES;194.0;;;;14.0;16.1702381;6.631666667;;6.0;345.326676928849;22.85055556;;6.0;106.0305556;4.0;2.0;;33.33333333;0.0;33.33333333;72.0439601026586;0.0
2019-06;National;;PARIS MONTPARNASSE;62.0;442.0;13.0;;378.0;5.737389771;5.034770785;;;22.17680556;6.655866356;"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un accident de personne sur un Intercités vers Le Mans (18 TGV impactés pour 581 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues), 
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 15 : une absence d'alimentation électrique vers Ancenis (11 TGV impactés pour 973 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une restitution tardive de travaux entre Couëron et Chantenay (6 TGV impactés pour 308 minutes perdues), 
-  le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues) et  une absence d'alimentation électrique entre Rennes et La Brohinière  (9 TGV impactés pour 1166 minutes perdues).";;46.59185185;25.0;12.0;17.0;34.0;33.0;11.0;1.0;
2019-06;National;PARIS MONTPARNASSE;NANTES;133.0;;2.0;;403.0;;;;104.0;31.16041667;7.089713065;;;37.67099567;34.0;46.4549347471452;15.30612245;28.57142857;29.59183673;22.44897959;3.06122449;1.020408163
2019-06;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;264.0;2681.20615823817;3.0;;88.0;4.514015152;2.696859903;;34.0;39.84803922;11.04565217;"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues).";34.0;39.84803922;14.0;4.0;21.21212121;45.45454545;18.18181818;9.090909091;3.03030303;3.03030303
2019-06;National;;TOURS;79.0;176.0;4.0;;131.0;9.480025445;7.05494186;;;26.54529915;6.775968992;"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues).";17.0;49.69607843;6.0;4.0;16.21621622;24.32432432;35.13513514;18.91891892;5.405405405;0.0
2019-06;National;VANNES;PARIS MONTPARNASSE;160.0;2681.20615823817;11.0;;154.0;3.267316017;2.012666667;;32.0;31.23177083;5.183466667;;17.0;48.08431373;;6.0;24.13793103;37.93103448;17.24137931;17.24137931;0.0;3.448275862
2019-06;National;METZ;PARIS EST;86.0;305.0;0.0;;234.0;4.65997151;3.53557377;;68.0;23.43970588;6.161693989;"Plusieurs retards sur autre réseau (6 trains impactés).
Impact accident de personne le 20 et 27, 7 min de retard pour le 2865 et 32 minutes pour le 2855.
Plusieurs dérangements d’installations : décontrôle d’aiguille le 02 à Colmar et le 07 à Beuvardes, KVB en panne sol à Noisy le 11, isolement connecteur moteur d’aiguille le 19 à Metz Nord et déclenchement alerte radio sur 2855 à Novéant, pb C4 qui reste fermé après la desserte Metz Nord sur 2680 (111 minutes).
3 attentes exécution du service voyageur pour 7 min de retard à chaque fois.
Des personnes en état d’ébriété descendent sur les voies le 10 qui retarde le 2877 de 22 minutes ainsi qu’un raté d’ouverture PN qui retarde le 2680 de 11 minutes. 
Absence de signalisation le 24 à Woippy sur le 2855 pour 16 minutes.";27.0;45.8845679;15.0;4.0;18.51851852;16.66666667;44.44444444;14.81481481;1.851851852;3.703703704
2019-06;National;PARIS EST;REIMS;46.0;213.0;;;177.0;5.763841808;4.83460925;;33.0;25.79343434;4.540909091;;11.0;346.474286689822;6.0;5.0;20.68965517;24.13793103;198.761036413215;17.24137931;;6.896551724
2019-06;National;PARIS NORD;ARRAS;49.0;305.0;14.0;;140.0;;6.798682703;;67.0;19.60945274;;"Hausse  forte de l’irrégularité pour le domaine des Autres Transporteurs par rapport au mois précédent, en dominante le secteur Réseaurail eu égard à la panne du train BOA le mercredi 19 juin 2019 à TGV HP, 23 trains Voyages concernés Axe Nord pour 1300 minutes perdues.
Hausse franche pour  les dérangements avec un taux multiplié par deux par rapport au mois précédent, notamment pour les installations de sécurité. Le 01 avec une défaillance technique au PAR pour zone Fresnoy (7 TGV), des absences de contrôle d’aiguille à Fresnoy et Beugnâtre les 07 et 10 (7 et 8 TGV), le dérangement de Galite GOV au poste 1 GL le 14 (8 TGV), le 25 un dérangement de zone à Hattencourt (7 Tgv concernés), ensuite les 26 et 27 entre Jablines et Messy, une LTV 170 puis 230 km/h suite passage de la rame de contrôle IRIS (18 TGV pour les  deux journées).";30.0;32.65111111;15.0;2.0;20.63492063;11.11111111;15.87301587;31.74603175;14.28571429;75.9157297055427
2019-06;National;DOUAI;PARIS NORD;77.0;203.0;9.0;;164.0;62.27672764;52.62036082;;38.0;14.43289474;3.574914089;;12.0;27.57638889;3.0;0.0;2.777777778;25.0;198.761036413215;5.555555556;19.44444444;2.777777778
2019-06;National;LILLE;MARSEILLE ST CHARLES;298.0;193.0;0.0;;110.0;6.637575758;3.566925734;;26.0;345.326676928849;8.047063903;;26.0;44.10384615;14.0;5.0;;11.53846154;23.07692308;34.61538462;7.692307692;3.846153846
2019-06;National;BORDEAUX ST JEAN;TOURCOING;300.0;29.0;0.0;;16.0;21.3375;30.6216576176902;;4.0;71.25;12.65517241;;4.0;71.25;4.0;2.0;25.0;25.0;0.0;;0.0;0.0
2019-06;;MARSEILLE ST CHARLES;TOURCOING;308.0;;0.0;;7.0;10.42857143;2.633333333;;6.0;45.5;13.20833333;;6.0;45.5;1.0;1.0;16.66666667;16.66666667;33.33333333;33.33333333;0.0;0.0
2019-06;National;TOURCOING;BORDEAUX ST JEAN;289.0;;8.0;;12.0;4.654166667;1.994642857;;5.0;64.53333333;11.6827381;;5.0;64.53333333;5.0;;20.0;20.0;40.0;20.0;0.0;0.0
2019-06;National;MARNE LA VALLEE;LYON PART DIEU;111.0;294.0;0.0;;280.0;8.721071429;8.301020408;;365.283442088091;33.17264151;6.570918367;;36.0;43.17777778;;8.0;21.56862745;;;11.76470588;;
2019-06;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;1702.59380097879;258.0;14.0;;109.0;5.538685015;2.191120219;;51.0;34.63856209;8.34931694;;;34.63856209;24.0;6.0;24.0;18.0;198.761036413215;28.0;4.0;2.0
2019-06;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;180.0;;0.0;;48.0;8.271527778;2.457981221;;365.283442088091;40.14166667;6.493309859;Heurt d'une personne à Paris Bercy, limitation vitesse 6909 sur LN1, dérangement vers Montanay accès LN1, heurt de personne à Maisons Alfort, Dérangement d'installation vers Macon;;47.90952381;6.0;5.0;11.11111111;38.88888889;;27.77777778;11.11111111;0.0
2019-06;National;PARIS LYON;;119.0;569.0;0.0;;182.0;9.119230769;2.518248389;;;33.82660256;3.411277094;;38.0;49.64369369;124.671696574225;10.0;20.0;34.0;18.0;28.0;0.0;0.0
2019-06;National;PARIS LYON;MARSEILLE ST CHARLES;197.0;538.0;0.0;;169.0;;3.257125155;;53.0;43.27484277;6.027106568;Heurt d'une personne à Paris Bercy, limitation vitesse 6909 sur LN1, dérangement vers Montanay accès LN1, heurt de personne à Maisons Alfort, Dérangement d'installation vers Macon;;346.474286689822;25.0;10.0;23.07692308;30.76923077;19.23076923;19.23076923;7.692307692;0.0
2019-06;;MARSEILLE ST CHARLES;PARIS LYON;200.0;518.0;22.0;;195.0;;2.419825269;;52.0;44.10448718;5.437567204;;52.0;44.10448718;27.0;13.0;25.49019608;27.45098039;17.64705882;;7.843137255;5.882352941
2019-06;National;PERPIGNAN;PARIS LYON;303.0;158.0;0.0;;111.0;;3.942510549;;27.0;59.18518519;9.800843882;Heurt d'une personne à Paris Bercy, limitation vitesse 6909 sur LN1, dérangement vers Montanay accès LN1, heurt de personne à Maisons Alfort, Dérangement d'installation vers Macon;27.0;59.18518519;18.0;6.0;44.44444444;18.51851852;;3.703703704;11.11111111;75.9157297055427
2019-06;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;169.0;109.0;0.0;;35.0;6.610952381;1.707798165;;12.0;33.61805556;5.505963303;;;43.85833333;4.0;2.0;27.27272727;36.36363636;9.090909091;27.27272727;0.0;0.0
2019-06;National;VALENCE ALIQAN TGV;PARIS LYON;133.0;308.0;0.0;;269.0;9.916914498;8.628517316;;61.0;53.08934426;9.847727273;Heurt d'une personne à Paris Bercy, limitation vitesse 6909 sur LN1, dérangement vers Montanay accès LN1, heurt de personne à Maisons Alfort, Dérangement d'installation vers Macon;52.0;60.03237179;28.0;15.0;24.59016393;31.14754098;22.95081967;13.1147541;6.557377049;1.639344262
2019-06;National;LYON PART DIEU;MONTPELLIER;114.0;228.0;21.0;;162.0;8.211625514;6.375040258;;43.0;35.83333333;7.792109501;;30.0;46.21111111;14.0;;18.60465116;13.95348837;18.60465116;16.27906977;16.27906977;16.27906977
2019-06;International;FRANCAORT;PARIS EST;227.0;162.0;5.0;;115.0;4.096521739;2.817834395;;25.0;33.31666667;7.867409766;;25.0;33.50705128;10.0;2.0;20.0;0.0;28.0;28.0;20.0;4.0
2019-06;International;GENEVE;PARIS LYON;171.0;214.0;0.0;;;4.601811594;3.836370717;;27.0;53.37345679;6.63029595;;;62.1673913;14.0;;29.62962963;;;3.703703704;0.0;7.407407407
2019-06;International;LAUSANNE;PARIS LYON;186.0;139.0;0.0;;101.0;3.908250825;1.80263789;;15.0;45.11;5.18705036;;15.0;45.11;5.0;4.0;33.33333333;33.33333333;;0.0;0.0;0.0
2019-06;International;MARSEILLE ST CHARLES;MADRID;193.0;30.0;;;27.0;16.09506173;14.46611111;;4.0;109.0958333;14.85444444;;;109.0958333;3.0;2.0;;0.0;25.0;25.0;50.0;0.0
2019-07;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;147.0;808.0;9.0;;;10.31759935;5.144910305;;133.0;37.05288221;;;97.0;46.34123711;124.671696574225;16.0;35.8778626;19.08396947;198.761036413215;13.74045802;3.816793893;8.396946565
